scenario_id,scenario_description,recommended_care_option,explanation,urgency_level
287caec0-9c75-43a1-9de9-5a3445e0b7f9,A 45-year-old visitor from Japan during a road trip. Visitor needs a prescription transferred from their home country and filled locally.,Pharmacy,Pharmacists can advise on whether foreign prescriptions can be accepted (policies vary by state). A telehealth or urgent care visit may be needed to get a US prescription.,Low-Moderate
4b1c757f-2080-4c42-92d1-fb320edecc79,A 28-year-old traveler from Brazil at an amusement park. Traveler is experiencing a seizure for the first time with no prior history of epilepsy.,Emergency Room (ER),A first-time seizure requires immediate ER evaluation to identify the underlying cause.,Critical
34804124-2a30-40d1-bd89-4892369276a6,A 47-year-old traveler from Portugal at a beach resort. Visitor wants guidance on whether their symptoms warrant an ER visit or can be managed at home.,Telehealth Service,"Telehealth triage services help visitors determine the appropriate level of care needed, potentially saving an unnecessary ER visit.",Low-Moderate
e59cb112-ab23-469d-bb03-b36e5cc016b9,"A 72-year-old retiree from Canada at an amusement park. Traveler needs cold and flu medicine, throat lozenges, and a thermometer.",Pharmacy,"Pharmacies stock a full range of OTC cold remedies, sore throat products, and medical devices like thermometers.",Low
94f4b457-898f-48fe-823d-c3fb67b99d80,A 28-year-old traveler from Brazil on a student exchange program. Traveler sustained a small cut on the hand while cooking that may need stitches.,Urgent Care Center,Urgent care can clean wounds and apply sutures or skin glue for lacerations that do not involve tendons or deep tissue.,Moderate
2d309bb4-c64e-4c64-8737-4e9db6127a54,"A 35-year-old business traveler from France sightseeing in the city. Visitor fell and hit their head, briefly losing consciousness and now feeling confused.",Emergency Room (ER),Loss of consciousness and confusion after a head injury indicates possible concussion or traumatic brain injury requiring immediate ER evaluation.,Critical
1e62e9d8-a134-47ce-b491-c751880a03f9,A 28-year-old traveler from Brazil on a 2-week vacation. Traveler has a mild ear infection with pain and muffled hearing but no high fever.,Urgent Care Center,Urgent care can diagnose ear infections and prescribe antibiotic drops or oral antibiotics.,Low-Moderate
196aa15d-903f-4ac2-bc40-4fe957da28ea,"A 19-year-old student from Mexico on a cruise stopover. Traveler is experiencing signs of stroke: face drooping, arm weakness, slurred speech.",Emergency Room (ER),"FAST symptoms (Face drooping, Arm weakness, Speech difficulty, Time to call 911) indicate a stroke. Every minute counts — call 911 immediately.",Critical
18867e7d-ff0a-4322-8065-05c6e0b6b752,A 19-year-old student from Mexico after a long-haul flight. Traveler ran out of daily allergy medication and needs a refill or OTC equivalent.,Pharmacy,Many allergy medications like cetirizine (Zyrtec) and loratadine (Claritin) are available OTC at pharmacies. Ask the pharmacist for guidance.,Low
71023124-8ea1-416b-acdc-38ab38c8517e,A 19-year-old student from Mexico attending a business conference. Traveler needs blood work or basic lab tests but does not have health insurance.,Community Health Clinic,Community health centers can order and interpret basic lab tests on a sliding fee scale for uninsured patients.,Low
ab04dc2b-1a45-4272-b928-67021d8450cc,A 35-year-old business traveler from France at a shopping mall. Visitor has mild COVID symptoms and wants a virtual consultation before seeking in-person care.,Telehealth Service,"Telehealth providers can assess COVID symptoms, recommend testing, and advise on next steps without requiring an in-person visit.",Moderate
5add9de5-de42-4092-ad31-891a63fd78aa,"A 62-year-old tourist from Germany attending a business conference. Visitor slipped on wet floor and has wrist pain with minor swelling, no open wound.",Urgent Care Center,Urgent care can X-ray the wrist to rule out fractures and provide splinting or referral if needed.,Moderate
824d71a6-bf41-4a02-85f5-001e4158778b,A 55-year-old visitor from China at an amusement park. Traveler needs a prescription renewal for a chronic condition medication they take regularly.,Telehealth Service,Telehealth providers can evaluate ongoing chronic conditions and issue prescription renewals in most states. This is the most convenient option for travelers.,Low-Moderate
87948761-07c3-4e98-a7a5-db0f41437f12,A 45-year-old visitor from Japan attending a business conference. Visitor wants guidance on whether their symptoms warrant an ER visit or can be managed at home.,Telehealth Service,"Telehealth triage services help visitors determine the appropriate level of care needed, potentially saving an unnecessary ER visit.",Low-Moderate
cabb1037-1f25-4e34-8756-3480279ffdb2,"A 33-year-old tourist from Spain at a shopping mall. Traveler needs cold and flu medicine, throat lozenges, and a thermometer.",Pharmacy,"Pharmacies stock a full range of OTC cold remedies, sore throat products, and medical devices like thermometers.",Low
7603f698-a307-4358-91f7-c8948a2012d0,A 68-year-old visitor from Italy after a long-haul flight. Visitor has mild COVID symptoms and wants a virtual consultation before seeking in-person care.,Telehealth Service,"Telehealth providers can assess COVID symptoms, recommend testing, and advise on next steps without requiring an in-person visit.",Moderate
3b55a9c6-6784-45d2-a89e-9005462f2adc,A 68-year-old visitor from Italy attending a business conference. Traveler needs blood work or basic lab tests but does not have health insurance.,Community Health Clinic,Community health centers can order and interpret basic lab tests on a sliding fee scale for uninsured patients.,Low
7b62697d-3f92-4ae3-bbe1-33b8e42f8a33,"A 72-year-old retiree from Canada during a layover. Visitor fell and hit their head, briefly losing consciousness and now feeling confused.",Emergency Room (ER),Loss of consciousness and confusion after a head injury indicates possible concussion or traumatic brain injury requiring immediate ER evaluation.,Critical
92df2d83-abd7-4539-8f55-281a1402139b,A 50-year-old visitor from the UK sightseeing in the city. Visitor wants medical advice about a mild skin rash that appeared during travel.,Telehealth Service,Telehealth dermatology services allow photo-based consultations for skin conditions. A provider can assess and prescribe treatment if needed.,Low
d889faba-a84a-4999-8dc8-4d76314e9490,A 19-year-old student from Mexico during a layover. Traveler ran out of daily allergy medication and needs a refill or OTC equivalent.,Pharmacy,Many allergy medications like cetirizine (Zyrtec) and loratadine (Claritin) are available OTC at pharmacies. Ask the pharmacist for guidance.,Low
f3dec242-6974-4770-93fb-bb10bed06d09,A 25-year-old traveler from India visiting family. Visitor wants medical advice about a mild skin rash that appeared during travel.,Telehealth Service,Telehealth dermatology services allow photo-based consultations for skin conditions. A provider can assess and prescribe treatment if needed.,Low
3ed08237-f3fe-4ec4-aafb-1b4033331fac,A 28-year-old traveler from Brazil at a hotel. Traveler without insurance needs to see a doctor for a non-emergency concern and cannot afford ER prices.,Community Health Clinic,"Federally Qualified Health Centers (FQHCs) provide care on a sliding fee scale based on income, making them accessible for uninsured visitors.",Low
2b376dd1-a214-48bd-b53e-a11e4253f310,"A 25-year-old traveler from India at a beach resort. Traveler is experiencing signs of stroke: face drooping, arm weakness, slurred speech.",Emergency Room (ER),"FAST symptoms (Face drooping, Arm weakness, Speech difficulty, Time to call 911) indicate a stroke. Every minute counts — call 911 immediately.",Critical
69ac3cfd-734d-46a6-adf5-1036a8f71cf6,A 50-year-old visitor from the UK sightseeing in the city. Visitor wants motion sickness medication before a cruise or long road trip.,Pharmacy,OTC options like dimenhydrinate (Dramamine) or meclizine are available at pharmacies for motion sickness prevention.,Low
4c22b930-bce5-491f-9306-8cf8bb265198,"A 35-year-old business traveler from France sightseeing in the city. Visitor slipped on wet floor and has wrist pain with minor swelling, no open wound.",Urgent Care Center,Urgent care can X-ray the wrist to rule out fractures and provide splinting or referral if needed.,Moderate
542e4ce5-08b7-4c2e-bc2b-0a5ca4016258,A 30-year-old tourist from Australia after a long-haul flight. Visitor has a suspected urinary tract infection with burning sensation and frequent urination.,Urgent Care Center,Urgent care centers can diagnose UTIs with a urine test and prescribe appropriate antibiotics quickly.,Moderate
3c24c10f-24ca-48d6-a884-e2e9ced2c9db,A 25-year-old traveler from India at an Airbnb rental. Traveler has had a sudden onset of severe headache described as 'the worst headache of their life.',Emergency Room (ER),A sudden severe headache can indicate a subarachnoid hemorrhage or other serious neurological event. Go to the ER immediately.,Critical
a27ea1e7-59c9-4ec9-8953-0b93bf2c79e1,A 19-year-old student from Mexico attending a business conference. Visitor has been vomiting for several hours after eating street food and feels dehydrated.,Urgent Care Center,Food poisoning with mild-to-moderate dehydration can be treated at urgent care with IV fluids if needed. Go to the ER if symptoms worsen severely.,Moderate
92949dfd-bf95-49de-9541-7f47394e77c2,A 50-year-old visitor from the UK during a road trip. Traveler sustained a small cut on the hand while cooking that may need stitches.,Urgent Care Center,Urgent care can clean wounds and apply sutures or skin glue for lacerations that do not involve tendons or deep tissue.,Moderate
22676ace-b511-47b2-8b22-ab362721f950,A 22-year-old student from South Korea visiting family. Visitor wants guidance on whether their symptoms warrant an ER visit or can be managed at home.,Telehealth Service,"Telehealth triage services help visitors determine the appropriate level of care needed, potentially saving an unnecessary ER visit.",Low-Moderate
54bf58ae-6bb4-470d-9e44-4269ecc8e760,A 28-year-old traveler from Brazil sightseeing in the city. Visitor needs to purchase over-the-counter pain relief medication for a mild headache.,Pharmacy,Pharmacies carry a wide range of OTC medications including acetaminophen (Tylenol) and ibuprofen (Advil) for headache relief. No prescription needed.,Low
bbf0d939-2a1a-4466-9f56-5a4f2d63d89b,A 68-year-old visitor from Italy on a student exchange program. Visitor has a high fever of 104°F with stiff neck and sensitivity to light.,Emergency Room (ER),"High fever with neck stiffness and photophobia are classic signs of meningitis, a life-threatening condition. Go to the ER immediately.",Critical
cfca1061-072c-487d-81e6-16c75c971143,A 50-year-old visitor from the UK visiting family. Traveler is experiencing a seizure for the first time with no prior history of epilepsy.,Emergency Room (ER),A first-time seizure requires immediate ER evaluation to identify the underlying cause.,Critical
56b6ae88-7a5b-42fa-9626-ec0b9c2781db,A 22-year-old student from South Korea at a shopping mall. Traveler sustained a small cut on the hand while cooking that may need stitches.,Urgent Care Center,Urgent care can clean wounds and apply sutures or skin glue for lacerations that do not involve tendons or deep tissue.,Moderate
f259166d-96ee-4e02-aefd-15f25ff2a46a,A 62-year-old tourist from Germany attending a business conference. Traveler has a mild ear infection with pain and muffled hearing but no high fever.,Urgent Care Center,Urgent care can diagnose ear infections and prescribe antibiotic drops or oral antibiotics.,Low-Moderate
894e1c97-161a-4b37-a5bb-ea49308d0496,A 22-year-old student from South Korea at a shopping mall. Traveler without insurance needs to see a doctor for a non-emergency concern and cannot afford ER prices.,Community Health Clinic,"Federally Qualified Health Centers (FQHCs) provide care on a sliding fee scale based on income, making them accessible for uninsured visitors.",Low
44a5e830-f652-4e91-ba8c-14a5a8c7b8c8,A 40-year-old visitor from Saudi Arabia sightseeing in the city. Traveler has had a sudden onset of severe headache described as 'the worst headache of their life.',Emergency Room (ER),A sudden severe headache can indicate a subarachnoid hemorrhage or other serious neurological event. Go to the ER immediately.,Critical
ec9c9c10-f848-48dc-9967-e98e04f4195c,A 25-year-old traveler from India attending a business conference. Visitor is experiencing severe chest pain radiating to the left arm with shortness of breath.,Emergency Room (ER),Chest pain with radiation to the arm may indicate a cardiac emergency. Call 911 or go to the ER immediately. This is a life-threatening situation requiring immediate evaluation.,Critical
a5cbfed6-e0c6-4ea0-99bc-47a36f56c689,"A 55-year-old visitor from China on a cruise stopover. Visitor has a broken bone with visible deformity after a fall, and extreme pain.",Emergency Room (ER),"Suspected fractures with deformity require ER evaluation for imaging, realignment, and possible casting or surgical intervention.",High
1d001534-3023-42dc-9c41-a0c929962523,A 28-year-old traveler from Brazil at a national park. Traveler feels anxious and stressed during their trip and wants to speak with a mental health professional.,Telehealth Service,Telehealth platforms offer same-day or next-day mental health counseling via video call. No physical visit required.,Low-Moderate
c00eebca-f1b3-4a23-a1ae-b585f8a08d4f,A 47-year-old traveler from Portugal on a cruise stopover. Visitor needs to purchase over-the-counter pain relief medication for a mild headache.,Pharmacy,Pharmacies carry a wide range of OTC medications including acetaminophen (Tylenol) and ibuprofen (Advil) for headache relief. No prescription needed.,Low
82f5894b-09ef-4d54-85f7-37efd051fe77,"A 19-year-old student from Mexico visiting family. Traveler is experiencing signs of stroke: face drooping, arm weakness, slurred speech.",Emergency Room (ER),"FAST symptoms (Face drooping, Arm weakness, Speech difficulty, Time to call 911) indicate a stroke. Every minute counts — call 911 immediately.",Critical
88a5b52e-f10c-4f8c-b219-cf479ab23929,A 62-year-old tourist from Germany during a road trip. Traveler sustained a small cut on the hand while cooking that may need stitches.,Urgent Care Center,Urgent care can clean wounds and apply sutures or skin glue for lacerations that do not involve tendons or deep tissue.,Moderate
89e0aa94-bbad-4d94-9f27-d8553d2ebb14,A 50-year-old visitor from the UK after a long-haul flight. Visitor needs antidiarrheal medication after stomach upset from travel.,Pharmacy,OTC medications like loperamide (Imodium) for diarrhea are available at any pharmacy without a prescription.,Low
09368508-ab62-43de-9870-a8ecdd98bda1,A 19-year-old student from Mexico visiting family. Visitor has a high fever of 104°F with stiff neck and sensitivity to light.,Emergency Room (ER),"High fever with neck stiffness and photophobia are classic signs of meningitis, a life-threatening condition. Go to the ER immediately.",Critical
760487dd-c729-4c45-adec-e3fbc153e7de,A 35-year-old business traveler from France at a shopping mall. Traveler is experiencing a seizure for the first time with no prior history of epilepsy.,Emergency Room (ER),A first-time seizure requires immediate ER evaluation to identify the underlying cause.,Critical
9ceb459e-aa1d-4e43-862b-f84535fcafec,A 33-year-old tourist from Spain at an amusement park. Traveler is having a severe allergic reaction with throat swelling and difficulty breathing after eating.,Emergency Room (ER),"Anaphylaxis is life-threatening. Call 911 immediately. If an EpiPen is available, use it. Do not wait — go to the ER right away.",Critical
c1940372-c99a-4468-8f04-1decd5f682ee,A 62-year-old tourist from Germany on a 2-week vacation. Traveler has had a sudden onset of severe headache described as 'the worst headache of their life.',Emergency Room (ER),A sudden severe headache can indicate a subarachnoid hemorrhage or other serious neurological event. Go to the ER immediately.,Critical
069f73e7-c558-461e-aa7c-36e259ea0153,A 40-year-old visitor from Saudi Arabia at a national park. Traveler feels anxious and stressed during their trip and wants to speak with a mental health professional.,Telehealth Service,Telehealth platforms offer same-day or next-day mental health counseling via video call. No physical visit required.,Low-Moderate
7ad99ad5-21fd-4b42-a561-4162444f113d,A 22-year-old student from South Korea on a 2-week vacation. Traveler has a mild ear infection with pain and muffled hearing but no high fever.,Urgent Care Center,Urgent care can diagnose ear infections and prescribe antibiotic drops or oral antibiotics.,Low-Moderate
5bd5d547-cf05-4881-a1fe-97f43e48ec0d,A 33-year-old tourist from Spain at a beach resort. Traveler ran out of daily allergy medication and needs a refill or OTC equivalent.,Pharmacy,Many allergy medications like cetirizine (Zyrtec) and loratadine (Claritin) are available OTC at pharmacies. Ask the pharmacist for guidance.,Low
ef8c1414-b7cb-4124-9113-4d461bf1106d,A 22-year-old student from South Korea sightseeing in the city. Traveler has had a fever of 101°F for 24 hours with mild body aches and no rash.,Urgent Care Center,"Urgent care is appropriate for fevers that are persistent but not dangerously high, allowing evaluation and treatment without ER-level expense.",Moderate
cee08755-01e8-4800-a6ef-1f8d71d27359,A 33-year-old tourist from Spain at a national park. Visitor needs routine vaccinations or travel immunizations not received before departure.,Community Health Clinic,"Many community health clinics offer vaccination services, including travel vaccines, often at reduced cost compared to private clinics.",Low
09bf4836-06bc-4048-8cd7-fb22eadd45a7,A 33-year-old tourist from Spain at a shopping mall. Traveler is experiencing a seizure for the first time with no prior history of epilepsy.,Emergency Room (ER),A first-time seizure requires immediate ER evaluation to identify the underlying cause.,Critical
2600247f-5221-419f-a2a7-794167e2cd4f,A 33-year-old tourist from Spain sightseeing in the city. Traveler has a sore throat and difficulty swallowing for two days with no breathing problems.,Urgent Care Center,"Urgent care can test for strep throat and prescribe antibiotics if needed, providing faster service than scheduling a primary care visit.",Low-Moderate
9730347a-14bc-4f8e-8db1-3fb24fe292c4,A 72-year-old retiree from Canada at a national park. Traveler sustained a small cut on the hand while cooking that may need stitches.,Urgent Care Center,Urgent care can clean wounds and apply sutures or skin glue for lacerations that do not involve tendons or deep tissue.,Moderate
3c178a8a-bc6c-47b1-837b-af7ae67aefc4,A 62-year-old tourist from Germany on a student exchange program. Traveler feels anxious and stressed during their trip and wants to speak with a mental health professional.,Telehealth Service,Telehealth platforms offer same-day or next-day mental health counseling via video call. No physical visit required.,Low-Moderate
20cc05d1-b63b-4cf5-b94f-95e8fa310b20,A 72-year-old retiree from Canada at an amusement park. Traveler is having a severe allergic reaction with throat swelling and difficulty breathing after eating.,Emergency Room (ER),"Anaphylaxis is life-threatening. Call 911 immediately. If an EpiPen is available, use it. Do not wait — go to the ER right away.",Critical
928a18e7-c6d4-499e-8db3-02a74876a04a,"A 55-year-old visitor from China attending a business conference. Traveler is experiencing signs of stroke: face drooping, arm weakness, slurred speech.",Emergency Room (ER),"FAST symptoms (Face drooping, Arm weakness, Speech difficulty, Time to call 911) indicate a stroke. Every minute counts — call 911 immediately.",Critical
e2500f80-4cee-4ea2-a998-9119d69c0671,A 30-year-old tourist from Australia on a student exchange program. Visitor developed a mild rash after eating at a restaurant and is unsure of the cause.,Urgent Care Center,"Urgent care can evaluate mild allergic reactions and skin rashes, prescribe antihistamines, and rule out more serious conditions.",Moderate
3cec334f-e789-48ab-8711-a9a96f79252b,A 55-year-old visitor from China attending a business conference. Visitor wants guidance on whether their symptoms warrant an ER visit or can be managed at home.,Telehealth Service,"Telehealth triage services help visitors determine the appropriate level of care needed, potentially saving an unnecessary ER visit.",Low-Moderate
6f350bed-ad5f-43f4-9d0a-73a0ceae3b88,A 68-year-old visitor from Italy on a student exchange program. Visitor needs to purchase over-the-counter pain relief medication for a mild headache.,Pharmacy,Pharmacies carry a wide range of OTC medications including acetaminophen (Tylenol) and ibuprofen (Advil) for headache relief. No prescription needed.,Low
d22abff8-200f-4dc7-9d85-6623db21a702,A 50-year-old visitor from the UK on a student exchange program. Visitor has a high fever of 104°F with stiff neck and sensitivity to light.,Emergency Room (ER),"High fever with neck stiffness and photophobia are classic signs of meningitis, a life-threatening condition. Go to the ER immediately.",Critical
77d60a73-dbea-4bcb-92ae-d8d4dc97fa06,"A 72-year-old retiree from Canada at an Airbnb rental. Traveler needs cold and flu medicine, throat lozenges, and a thermometer.",Pharmacy,"Pharmacies stock a full range of OTC cold remedies, sore throat products, and medical devices like thermometers.",Low
0b17a265-83fd-4806-ab3b-eda171a456fc,A 45-year-old visitor from Japan during a road trip. Visitor has a high fever of 104°F with stiff neck and sensitivity to light.,Emergency Room (ER),"High fever with neck stiffness and photophobia are classic signs of meningitis, a life-threatening condition. Go to the ER immediately.",Critical
6b9ae2b8-4076-4a2c-8a75-48491c378cc1,A 47-year-old traveler from Portugal at a national park. Visitor has a high fever of 104°F with stiff neck and sensitivity to light.,Emergency Room (ER),"High fever with neck stiffness and photophobia are classic signs of meningitis, a life-threatening condition. Go to the ER immediately.",Critical
84d6621f-e121-452d-8d41-b4fe817f0992,A 47-year-old traveler from Portugal at an amusement park. Visitor has a minor ankle sprain after sightseeing and is experiencing mild swelling and pain.,Urgent Care Center,"An urgent care center can assess musculoskeletal injuries like sprains, provide X-rays if needed, and offer wrap/brace support without the long ER wait times or high costs.",Moderate
601f16d9-64f6-437e-b545-f59c57f6fbb3,A 72-year-old retiree from Canada attending a business conference. Traveler ingested an unknown substance accidentally and is feeling dizzy and nauseous.,Emergency Room (ER),Suspected poisoning requires immediate ER evaluation. Also contact Poison Control at 1-800-222-1222.,Critical
09e9c968-dbed-44a8-82cb-4d917e7d0f01,A 35-year-old business traveler from France during a road trip. Visitor wants medical advice about a mild skin rash that appeared during travel.,Telehealth Service,Telehealth dermatology services allow photo-based consultations for skin conditions. A provider can assess and prescribe treatment if needed.,Low
81884bc0-99c4-4c8d-a171-88d34df9d48e,A 72-year-old retiree from Canada on a student exchange program. Visitor needs to purchase over-the-counter pain relief medication for a mild headache.,Pharmacy,Pharmacies carry a wide range of OTC medications including acetaminophen (Tylenol) and ibuprofen (Advil) for headache relief. No prescription needed.,Low
91f8f5ba-e370-4e24-bc99-65620c30950f,A 40-year-old visitor from Saudi Arabia after a long-haul flight. Traveler needs medical documentation or a sick note for travel insurance purposes.,Telehealth Service,"Telehealth physicians can provide medical documentation, letters, and notes during a virtual consultation.",Low
7a1b0692-1f3f-4ada-94dc-86e8ce211485,A 45-year-old visitor from Japan sightseeing in the city. Visitor developed a mild rash after eating at a restaurant and is unsure of the cause.,Urgent Care Center,"Urgent care can evaluate mild allergic reactions and skin rashes, prescribe antihistamines, and rule out more serious conditions.",Moderate
40077ab3-47ab-4027-8f62-38208ea6ec67,A 45-year-old visitor from Japan at a shopping mall. Traveler needs medical documentation or a sick note for travel insurance purposes.,Telehealth Service,"Telehealth physicians can provide medical documentation, letters, and notes during a virtual consultation.",Low
eac6aecf-86bd-4eb1-99c1-c68c52192ee6,A 45-year-old visitor from Japan on a student exchange program. Visitor needs to purchase over-the-counter pain relief medication for a mild headache.,Pharmacy,Pharmacies carry a wide range of OTC medications including acetaminophen (Tylenol) and ibuprofen (Advil) for headache relief. No prescription needed.,Low
e77b53bd-f2ee-4560-80a9-f1afc0aa8c2d,A 28-year-old traveler from Brazil at a hotel. Visitor has a minor ankle sprain after sightseeing and is experiencing mild swelling and pain.,Urgent Care Center,"An urgent care center can assess musculoskeletal injuries like sprains, provide X-rays if needed, and offer wrap/brace support without the long ER wait times or high costs.",Moderate
78814fbd-3b3f-4773-9643-c57dd109453f,"A 35-year-old business traveler from France on a 2-week vacation. Visitor fell and hit their head, briefly losing consciousness and now feeling confused.",Emergency Room (ER),Loss of consciousness and confusion after a head injury indicates possible concussion or traumatic brain injury requiring immediate ER evaluation.,Critical
bcab7750-8c9f-4250-9531-0b30662d5233,A 68-year-old visitor from Italy attending a business conference. Visitor needs a prescription transferred from their home country and filled locally.,Pharmacy,Pharmacists can advise on whether foreign prescriptions can be accepted (policies vary by state). A telehealth or urgent care visit may be needed to get a US prescription.,Low-Moderate
10f022f7-2fcc-442e-8aad-f3380ec0dd8a,A 47-year-old traveler from Portugal at a national park. Traveler has had a sudden onset of severe headache described as 'the worst headache of their life.',Emergency Room (ER),A sudden severe headache can indicate a subarachnoid hemorrhage or other serious neurological event. Go to the ER immediately.,Critical
4b505682-d8cc-4e11-aa37-dadeb16a22ab,A 62-year-old tourist from Germany at a hotel. Traveler needs blood work or basic lab tests but does not have health insurance.,Community Health Clinic,Community health centers can order and interpret basic lab tests on a sliding fee scale for uninsured patients.,Low
cc007b9c-8b42-4c95-aec1-ec5eb9fec48e,A 50-year-old visitor from the UK at a beach resort. Traveler has a persistent cough lasting 5 days with no shortness of breath or chest pain.,Urgent Care Center,"Urgent care can evaluate upper respiratory infections, prescribe cough suppressants, and rule out pneumonia with a chest X-ray.",Low-Moderate
89b794fb-d258-486a-b9c8-af5b54f0ad4b,A 68-year-old visitor from Italy at a hotel. Visitor has a deep laceration that is bleeding heavily and not stopping with direct pressure.,Emergency Room (ER),Uncontrolled bleeding from a deep wound is a medical emergency. Go to the ER or call 911 for immediate wound care and possible surgery.,Critical
71363314-1e7d-4d22-b6f3-3658a7ed5fd0,A 40-year-old visitor from Saudi Arabia after a long-haul flight. Traveler has a mild ear infection with pain and muffled hearing but no high fever.,Urgent Care Center,Urgent care can diagnose ear infections and prescribe antibiotic drops or oral antibiotics.,Low-Moderate
db428949-5d9c-427b-99f8-abf792c44f7e,A 55-year-old visitor from China at an Airbnb rental. Traveler has a mild ear infection with pain and muffled hearing but no high fever.,Urgent Care Center,Urgent care can diagnose ear infections and prescribe antibiotic drops or oral antibiotics.,Low-Moderate
f3f08921-4645-4631-8013-87b623aa650a,A 30-year-old tourist from Australia at a hotel. Traveler feels anxious and stressed during their trip and wants to speak with a mental health professional.,Telehealth Service,Telehealth platforms offer same-day or next-day mental health counseling via video call. No physical visit required.,Low-Moderate
c5843e2a-45fc-424d-8459-000d323c7fce,A 47-year-old traveler from Portugal visiting family. Visitor has a high fever of 104°F with stiff neck and sensitivity to light.,Emergency Room (ER),"High fever with neck stiffness and photophobia are classic signs of meningitis, a life-threatening condition. Go to the ER immediately.",Critical
be33088c-b2da-42bb-a04d-f0788fbcf205,"A 30-year-old tourist from Australia sightseeing in the city. Visitor fell and hit their head, briefly losing consciousness and now feeling confused.",Emergency Room (ER),Loss of consciousness and confusion after a head injury indicates possible concussion or traumatic brain injury requiring immediate ER evaluation.,Critical
544eb84d-925e-41d3-89f2-a7c77a5c3562,A 55-year-old visitor from China on a 2-week vacation. Visitor wants guidance on whether their symptoms warrant an ER visit or can be managed at home.,Telehealth Service,"Telehealth triage services help visitors determine the appropriate level of care needed, potentially saving an unnecessary ER visit.",Low-Moderate
7c9ba84b-2819-4435-abbe-6c00ceb5a68d,A 47-year-old traveler from Portugal at an amusement park. Visitor wants medical advice about a mild skin rash that appeared during travel.,Telehealth Service,Telehealth dermatology services allow photo-based consultations for skin conditions. A provider can assess and prescribe treatment if needed.,Low
f4912aea-3fd7-4faf-ad3c-10aae37cda1f,A 50-year-old visitor from the UK at a national park. Traveler has had a fever of 101°F for 24 hours with mild body aches and no rash.,Urgent Care Center,"Urgent care is appropriate for fevers that are persistent but not dangerously high, allowing evaluation and treatment without ER-level expense.",Moderate
6dbcdbe1-a6f1-4ec9-96a7-f6fdd8f24c6b,A 30-year-old tourist from Australia during a road trip. Traveler ingested an unknown substance accidentally and is feeling dizzy and nauseous.,Emergency Room (ER),Suspected poisoning requires immediate ER evaluation. Also contact Poison Control at 1-800-222-1222.,Critical
0c9f83e6-8425-4459-b131-fb825e245cc4,A 62-year-old tourist from Germany on a student exchange program. Visitor needs antidiarrheal medication after stomach upset from travel.,Pharmacy,OTC medications like loperamide (Imodium) for diarrhea are available at any pharmacy without a prescription.,Low
734d9691-f753-4c75-92c3-ef971e27de4e,A 68-year-old visitor from Italy on a student exchange program. Visitor has a minor ankle sprain after sightseeing and is experiencing mild swelling and pain.,Urgent Care Center,"An urgent care center can assess musculoskeletal injuries like sprains, provide X-rays if needed, and offer wrap/brace support without the long ER wait times or high costs.",Moderate
20d79790-f3f9-4c8c-b2da-5f8e587a0659,A 33-year-old tourist from Spain at a shopping mall. Traveler is having a severe allergic reaction with throat swelling and difficulty breathing after eating.,Emergency Room (ER),"Anaphylaxis is life-threatening. Call 911 immediately. If an EpiPen is available, use it. Do not wait — go to the ER right away.",Critical
d9af6428-f01a-468f-9569-1e02d30c6210,A 50-year-old visitor from the UK at a beach resort. Visitor needs to purchase over-the-counter pain relief medication for a mild headache.,Pharmacy,Pharmacies carry a wide range of OTC medications including acetaminophen (Tylenol) and ibuprofen (Advil) for headache relief. No prescription needed.,Low
13c25b25-14a9-4146-a622-cd0847956740,A 45-year-old visitor from Japan visiting family. Traveler has had a fever of 101°F for 24 hours with mild body aches and no rash.,Urgent Care Center,"Urgent care is appropriate for fevers that are persistent but not dangerously high, allowing evaluation and treatment without ER-level expense.",Moderate
92b0d7bf-a543-44d8-8c2d-08dab35cf8fa,A 62-year-old tourist from Germany at an amusement park. Visitor has a deep laceration that is bleeding heavily and not stopping with direct pressure.,Emergency Room (ER),Uncontrolled bleeding from a deep wound is a medical emergency. Go to the ER or call 911 for immediate wound care and possible surgery.,Critical
ac738321-eaf1-418a-84c1-e2b5f9ec3d7a,A 22-year-old student from South Korea on a 2-week vacation. Visitor has a minor ankle sprain after sightseeing and is experiencing mild swelling and pain.,Urgent Care Center,"An urgent care center can assess musculoskeletal injuries like sprains, provide X-rays if needed, and offer wrap/brace support without the long ER wait times or high costs.",Moderate
bc304128-00b5-457c-b4d6-b85d7c1ff5b9,A 68-year-old visitor from Italy attending a business conference. Visitor has been vomiting for several hours after eating street food and feels dehydrated.,Urgent Care Center,Food poisoning with mild-to-moderate dehydration can be treated at urgent care with IV fluids if needed. Go to the ER if symptoms worsen severely.,Moderate
d87dee4b-4053-4625-b4fa-e342cb1fde67,A 68-year-old visitor from Italy on a cruise stopover. Visitor is experiencing severe chest pain radiating to the left arm with shortness of breath.,Emergency Room (ER),Chest pain with radiation to the arm may indicate a cardiac emergency. Call 911 or go to the ER immediately. This is a life-threatening situation requiring immediate evaluation.,Critical
77f4de06-7a0c-4f14-8193-5fde781597e4,"A 35-year-old business traveler from France attending a business conference. Traveler is experiencing signs of stroke: face drooping, arm weakness, slurred speech.",Emergency Room (ER),"FAST symptoms (Face drooping, Arm weakness, Speech difficulty, Time to call 911) indicate a stroke. Every minute counts — call 911 immediately.",Critical
