term_id,term,simple_explanation,visitor_friendly_explanation
e607148c-79d4-4612-9c04-0955e8604396,Ambulance,An emergency vehicle equipped to provide medical care and transport patients to a hospital.,"Calling 911 for a medical emergency will dispatch an ambulance. Be aware that ambulance rides in the US are expensive — often $1,000 to $3,000. For non-life-threatening situations, arranging your own transportation to urgent care is more cost-effective."
0624e9d4-f2cd-4270-85ef-39092ba4b0fe,Prior Authorization,Approval from your insurance company required before receiving certain medical services or medications.,"For some expensive treatments or medications, your insurance company wants to approve it first before they agree to help pay. This pre-approval is called prior authorization. Without it, they may not cover the service."
ef3c7486-94fc-4bda-b026-aba3b3d62e1b,Vital Signs,"Measurements of basic body functions including temperature, blood pressure, pulse rate, and breathing rate.","When you visit any clinic, a nurse will check your vital signs first: your temperature, blood pressure, heart rate, and how fast you breathe. These basic measurements help the doctor understand your overall health state."
85122a2e-54a3-42a9-88d3-c2a071ad0f45,In-Network Provider,A healthcare provider or facility that has a contract with your insurance company to provide services at negotiated rates.,"Your insurance has 'preferred' doctors and hospitals it has deals with, called in-network providers. Visiting these providers costs you much less than going to out-of-network providers who don't have a deal with your insurer."
9acf0ab2-5b6d-4a0c-8416-967e87c5b226,Copay,"A fixed dollar amount you pay for a covered healthcare service, usually at the time of service.","Think of a copay like a fixed entry fee. For example, you might pay $30 every time you visit a doctor, regardless of what happens during the appointment. Your insurance covers the rest of the bill."
7d751938-3096-4b5d-b0b6-812a6b92e03a,Emergency Medical Evacuation,Transportation of a patient to the nearest appropriate medical facility or back to their home country when local treatment is unavailable or insufficient.,"If you are seriously ill or injured and need to be flown home or to a better-equipped hospital, this is called a medical evacuation. Some travel insurance plans cover this, which can cost $50,000 to $200,000 without insurance."
284a70f1-f113-4709-9cac-616ace59461c,EMTALA,"A US federal law requiring hospitals with ERs to provide stabilizing emergency care to any person, regardless of their ability to pay or insurance status.","In the US, any hospital emergency room must treat you for a life-threatening emergency regardless of whether you have insurance or money. You will receive a bill afterward, but you cannot be turned away from emergency care."
d15af0e9-56d4-434c-97b7-258411a17f9d,Medical ID Bracelet,A bracelet worn by individuals with serious medical conditions or allergies to alert emergency responders.,"A medical ID bracelet contains critical health information (like severe allergies or chronic conditions) that emergency responders check if you are unconscious. If you have a serious condition, wearing one while traveling in the US could save your life."
e61d44e0-0d7c-4ca0-bef5-7026d00ccc01,Sliding Scale Fee,A payment system where the cost of services is adjusted based on a patient's income level.,"Some community health clinics charge based on what you can afford — the less you earn, the less you pay. This is called a sliding scale fee. Uninsured visitors with limited funds can access real medical care this way."
519b2f15-776a-428a-93c9-2be6c6ad31bb,Telehealth,"Medical consultations, diagnoses, and prescriptions delivered remotely via video call, phone, or messaging.","Telehealth lets you see a licensed US doctor from your phone or computer without going anywhere. Perfect for travelers who need a prescription refill, advice for a mild illness, or mental health support."
e64e4229-721e-4a15-95f4-75862e26ad72,Copay,"A fixed dollar amount you pay for a covered healthcare service, usually at the time of service.","Think of a copay like a fixed entry fee. For example, you might pay $30 every time you visit a doctor, regardless of what happens during the appointment. Your insurance covers the rest of the bill."
b3e7c291-37e2-41dc-af47-e3f1ff2e0ab8,Sutures (Stitches),Threads used by medical professionals to close wounds.,"If you have a deep cut, a doctor may use sutures (stitches) to close the wound. This is typically done at urgent care or the ER. After treatment, you will receive instructions on keeping the wound clean and when to have stitches removed."
f1d27cca-84aa-4349-b6d7-1584dd9f1b66,Coinsurance,"After meeting your deductible, the percentage of healthcare costs you share with your insurance company.","After you've met your deductible, coinsurance means you and your insurance both share the remaining bill. For example, with 80/20 coinsurance, your insurance pays 80% and you pay 20% of each bill."
4fc46fba-98f3-4f3c-bb48-e3af72bacda9,Prior Authorization,Approval from your insurance company required before receiving certain medical services or medications.,"For some expensive treatments or medications, your insurance company wants to approve it first before they agree to help pay. This pre-approval is called prior authorization. Without it, they may not cover the service."
ade7586d-2110-4e4c-97d1-520724d1dbaa,HIPAA,A US federal law protecting the privacy and security of patients' medical information.,"HIPAA means your medical information in the US is legally protected. Healthcare providers cannot share your health details with others without your permission, except in limited situations like emergencies or legal requirements."
4ded54fa-2921-4d92-9590-8e3c0f5d8e00,Formulary,A list of prescription medications covered by an insurance plan.,"Your insurance plan has a list of approved medications it will help pay for — this list is called a formulary. If your medication is not on the list, you may have to pay full price or ask your doctor for an alternative that is covered."
7dc26737-76b2-45d2-86dd-7a4237c25163,Lab Work / Blood Work,"Medical tests performed on blood, urine, or other body fluids to assess health status or diagnose conditions.","When a doctor orders 'labs' or 'blood work,' a small blood or urine sample is collected and analyzed. Results help the doctor understand what is happening in your body, such as checking for infection or monitoring organ function."
72311cae-74a6-4af3-9dba-b5cd456ba829,Primary Care Physician (PCP),"A doctor who provides general, preventive, and ongoing health care and is typically your first point of contact in the healthcare system.","Your PCP is your regular 'family doctor' who knows your medical history and helps manage your overall health. For international visitors, getting a PCP appointment quickly can be difficult — urgent care or telehealth are better options for immediate needs."
12037a74-247d-4cbc-af34-2b79c0b8ca77,Copay,"A fixed dollar amount you pay for a covered healthcare service, usually at the time of service.","Think of a copay like a fixed entry fee. For example, you might pay $30 every time you visit a doctor, regardless of what happens during the appointment. Your insurance covers the rest of the bill."
bcb7e2b0-d427-4b07-8230-cf15a0b1353d,Specialist,"A physician with advanced training in a specific area of medicine, such as cardiology, dermatology, or orthopedics.","Specialists are expert doctors focused on one body system or condition. As a visitor, you would typically need a referral from an urgent care or primary care doctor to see a specialist, which may take days or weeks to schedule."
d4235354-60bc-46e6-af5b-9307f435744c,Formulary,A list of prescription medications covered by an insurance plan.,"Your insurance plan has a list of approved medications it will help pay for — this list is called a formulary. If your medication is not on the list, you may have to pay full price or ask your doctor for an alternative that is covered."
8b25c586-ea46-4b28-bfc5-961264cf715c,Health Savings Account (HSA),A tax-advantaged savings account used to pay for qualified medical expenses.,"An HSA is a special savings account where you set aside pre-tax money specifically to pay for medical expenses like copays, medications, and dental visits. Only available with high-deductible health plans."
0700f27b-63f3-4cfa-bf78-d732f2c2a5ad,Emergency Room (ER),"A hospital department providing immediate care for life-threatening medical emergencies, available 24 hours a day, 7 days a week.","The ER is for true emergencies — situations where your life or a limb is at risk. Think: heart attack, stroke, severe allergic reaction, or major accident. Going to the ER for a mild illness is very expensive and involves long waits."
b9117842-c1c5-4cb4-af20-0e6c3b5c0e3d,In-Network Provider,A healthcare provider or facility that has a contract with your insurance company to provide services at negotiated rates.,"Your insurance has 'preferred' doctors and hospitals it has deals with, called in-network providers. Visiting these providers costs you much less than going to out-of-network providers who don't have a deal with your insurer."
dd3c7173-db5f-44f0-afc4-16a8e5e7c4cb,Sutures (Stitches),Threads used by medical professionals to close wounds.,"If you have a deep cut, a doctor may use sutures (stitches) to close the wound. This is typically done at urgent care or the ER. After treatment, you will receive instructions on keeping the wound clean and when to have stitches removed."
b7fa0de7-e8ef-4749-bb20-872b29892fc4,Out-of-Network Provider,"A healthcare provider who does not have a contract with your insurance company, often resulting in higher costs for the patient.","If you visit a doctor or hospital that your insurance hasn't partnered with, you're going 'out of network.' This usually means much higher bills and your insurance may pay very little or nothing."
b7e38d5a-cf23-4c02-b1cf-08c3bd898dc0,Emergency Room (ER),"A hospital department providing immediate care for life-threatening medical emergencies, available 24 hours a day, 7 days a week.","The ER is for true emergencies — situations where your life or a limb is at risk. Think: heart attack, stroke, severe allergic reaction, or major accident. Going to the ER for a mild illness is very expensive and involves long waits."
6ff12769-4ddb-4fb8-b98c-c4dd293b7b1a,Community Health Clinic,"A nonprofit or government-funded clinic providing affordable primary care to all patients, including uninsured individuals, often on a sliding fee scale.","Community health clinics serve everyone, including visitors without insurance. Your fee is based on what you can afford. They provide real medical care — not just charity — including lab tests, chronic disease management, and preventive care."
3a863030-b646-4386-95fe-85b5c888ffcb,Observation Status,A hospital status where a patient is monitored for a period of time while a decision is made about whether to admit them.,"If you visit the ER and the doctor is uncertain whether you need to be hospitalized, you may be placed in 'observation status.' This means you stay in the hospital for monitoring but are not officially admitted — this can affect what your insurance covers."
74899137-7b03-4b7c-b94a-5f4e4cd05ae9,Urgent Care Center,A walk-in clinic for non-life-threatening illnesses and injuries that need same-day attention.,"Urgent care is the 'middle ground' between your doctor and the ER. Great for a sprained ankle, fever, ear infection, or minor cuts. No appointment needed, costs much less than the ER, and wait times are usually shorter."
cd46023e-1387-4d14-a545-4f6d0c7bea4d,Lab Work / Blood Work,"Medical tests performed on blood, urine, or other body fluids to assess health status or diagnose conditions.","When a doctor orders 'labs' or 'blood work,' a small blood or urine sample is collected and analyzed. Results help the doctor understand what is happening in your body, such as checking for infection or monitoring organ function."
4c8c30d5-f578-4796-adda-6ecd8e2095d2,Over-the-Counter (OTC) Medication,Medication available for purchase without a doctor's prescription.,"OTC medications can be bought directly off the shelf at a pharmacy or grocery store. Common examples include acetaminophen (Tylenol) for pain, ibuprofen (Advil) for inflammation, or Benadryl for allergies. No doctor visit required."
71f29712-e5af-46cb-8e09-6441f293d357,Vital Signs,"Measurements of basic body functions including temperature, blood pressure, pulse rate, and breathing rate.","When you visit any clinic, a nurse will check your vital signs first: your temperature, blood pressure, heart rate, and how fast you breathe. These basic measurements help the doctor understand your overall health state."
c7ba58c2-6c93-4be4-bf88-2748e6842bd2,Specialist,"A physician with advanced training in a specific area of medicine, such as cardiology, dermatology, or orthopedics.","Specialists are expert doctors focused on one body system or condition. As a visitor, you would typically need a referral from an urgent care or primary care doctor to see a specialist, which may take days or weeks to schedule."
0d14b12b-412a-4080-9df9-7f0a7098e852,Poison Control Center,"A medical resource providing free, confidential guidance for poisoning emergencies 24 hours a day.","If someone swallows a harmful substance, call the US Poison Control hotline at 1-800-222-1222. This free service is available 24/7 and connects you with toxicology experts who can guide you on whether you need to go to the ER."
cee4ccf9-8826-4fda-9ff8-1aaf9c5fc4b1,Lab Work / Blood Work,"Medical tests performed on blood, urine, or other body fluids to assess health status or diagnose conditions.","When a doctor orders 'labs' or 'blood work,' a small blood or urine sample is collected and analyzed. Results help the doctor understand what is happening in your body, such as checking for infection or monitoring organ function."
12c07e56-258d-452a-b8fb-684e2d94034c,911,"The universal emergency telephone number in the United States for police, fire, and medical emergencies.","In any life-threatening emergency in the US, call 911 from any phone (even without a SIM card or credit). Dispatchers are available 24/7 and can send police, fire, or ambulance services immediately. Calls are free."
079d430b-93a2-4138-b620-72ed6956e97f,911,"The universal emergency telephone number in the United States for police, fire, and medical emergencies.","In any life-threatening emergency in the US, call 911 from any phone (even without a SIM card or credit). Dispatchers are available 24/7 and can send police, fire, or ambulance services immediately. Calls are free."
dbaa7e37-32b2-4db9-b311-abc8de807ee5,Over-the-Counter (OTC) Medication,Medication available for purchase without a doctor's prescription.,"OTC medications can be bought directly off the shelf at a pharmacy or grocery store. Common examples include acetaminophen (Tylenol) for pain, ibuprofen (Advil) for inflammation, or Benadryl for allergies. No doctor visit required."
5a56ee46-c825-4fc7-b986-0d6140a9aae9,Prescription Medication,Medication that legally requires a written order from a licensed healthcare provider before it can be dispensed by a pharmacist.,"Some medications are prescription-only, meaning a US doctor must authorize them before a pharmacy will give them to you. If you need a prescription from home refilled, you may need a telehealth or urgent care visit to get a US prescription."
47955b37-eb95-4bcc-87c4-fb94349b1cef,Health Savings Account (HSA),A tax-advantaged savings account used to pay for qualified medical expenses.,"An HSA is a special savings account where you set aside pre-tax money specifically to pay for medical expenses like copays, medications, and dental visits. Only available with high-deductible health plans."
b12bd418-6a12-44a6-9d50-815f68c552e0,Coinsurance,"After meeting your deductible, the percentage of healthcare costs you share with your insurance company.","After you've met your deductible, coinsurance means you and your insurance both share the remaining bill. For example, with 80/20 coinsurance, your insurance pays 80% and you pay 20% of each bill."
fe63a785-24fb-464a-a6dd-cb32a13007b3,X-Ray,A medical imaging test using radiation to visualize bones and certain internal structures.,An X-ray is a quick imaging test used to check for broken bones or other internal issues. Most urgent care centers have X-ray equipment on-site. Results are usually available within minutes.
c9d7f848-fa61-47c2-8257-5ef9c581560e,Medical History,"A record of a patient's past and current health conditions, surgeries, medications, allergies, and family health history.","When you see a doctor in the US, they will ask about your medical history — past illnesses, surgeries, current medications, and allergies. Bring a written summary in English if possible, especially if you have chronic conditions."
7ff5f1ed-34cd-4f5b-9e50-a39e988097d7,Ambulance,An emergency vehicle equipped to provide medical care and transport patients to a hospital.,"Calling 911 for a medical emergency will dispatch an ambulance. Be aware that ambulance rides in the US are expensive — often $1,000 to $3,000. For non-life-threatening situations, arranging your own transportation to urgent care is more cost-effective."
5184e328-98e7-4e92-869b-5b4bf6c22b3e,911,"The universal emergency telephone number in the United States for police, fire, and medical emergencies.","In any life-threatening emergency in the US, call 911 from any phone (even without a SIM card or credit). Dispatchers are available 24/7 and can send police, fire, or ambulance services immediately. Calls are free."
a81f47bf-a1cd-436a-b357-93ff9076b839,Ambulance,An emergency vehicle equipped to provide medical care and transport patients to a hospital.,"Calling 911 for a medical emergency will dispatch an ambulance. Be aware that ambulance rides in the US are expensive — often $1,000 to $3,000. For non-life-threatening situations, arranging your own transportation to urgent care is more cost-effective."
6cce5103-38f8-4a8d-b77d-642c2edf12c9,Specialist,"A physician with advanced training in a specific area of medicine, such as cardiology, dermatology, or orthopedics.","Specialists are expert doctors focused on one body system or condition. As a visitor, you would typically need a referral from an urgent care or primary care doctor to see a specialist, which may take days or weeks to schedule."
ce31a26f-5d39-4e7e-915b-0597745d9f53,Formulary,A list of prescription medications covered by an insurance plan.,"Your insurance plan has a list of approved medications it will help pay for — this list is called a formulary. If your medication is not on the list, you may have to pay full price or ask your doctor for an alternative that is covered."
06e1aa90-65ec-4c15-bf3e-f4b7862e36d5,Coinsurance,"After meeting your deductible, the percentage of healthcare costs you share with your insurance company.","After you've met your deductible, coinsurance means you and your insurance both share the remaining bill. For example, with 80/20 coinsurance, your insurance pays 80% and you pay 20% of each bill."
3367fad8-da78-40ff-aaf1-d202a482ec7e,EMTALA,"A US federal law requiring hospitals with ERs to provide stabilizing emergency care to any person, regardless of their ability to pay or insurance status.","In the US, any hospital emergency room must treat you for a life-threatening emergency regardless of whether you have insurance or money. You will receive a bill afterward, but you cannot be turned away from emergency care."
a096ecfb-89cf-4dd7-a239-62d46da4de38,Premium,"The monthly amount you pay to maintain your health insurance coverage, regardless of whether you use it.","Your premium is like a monthly subscription fee for your health insurance. You pay it every month to keep your coverage active, even if you never visit a doctor that month."
3aa5adf9-0c41-4c29-8398-172263abd6c2,Lab Work / Blood Work,"Medical tests performed on blood, urine, or other body fluids to assess health status or diagnose conditions.","When a doctor orders 'labs' or 'blood work,' a small blood or urine sample is collected and analyzed. Results help the doctor understand what is happening in your body, such as checking for infection or monitoring organ function."
96af0df1-7274-4014-bddb-dbbf1e98ce6a,Emergency Room (ER),"A hospital department providing immediate care for life-threatening medical emergencies, available 24 hours a day, 7 days a week.","The ER is for true emergencies — situations where your life or a limb is at risk. Think: heart attack, stroke, severe allergic reaction, or major accident. Going to the ER for a mild illness is very expensive and involves long waits."
c62df03f-5644-4051-8156-8d86eb9f2cf7,Prior Authorization,Approval from your insurance company required before receiving certain medical services or medications.,"For some expensive treatments or medications, your insurance company wants to approve it first before they agree to help pay. This pre-approval is called prior authorization. Without it, they may not cover the service."
83614d23-0207-4177-a9c3-8f359cd54fe5,Referral,A formal recommendation from one healthcare provider directing a patient to see another provider or specialist.,"If your urgent care doctor believes you need to see a specialist (e.g., a heart doctor or bone specialist), they will give you a referral — a formal recommendation to schedule an appointment with that specialist."
ec562017-6f9c-4ee5-aa94-b6a487a4725d,Out-of-Pocket Maximum,The most you will have to pay for covered services in a plan year before your insurance pays 100% of covered costs.,"This is your financial safety net. Once you've spent a certain amount of money on healthcare in a year (e.g., $6,000), your insurance covers 100% of additional covered costs for the rest of the year."
f26738ca-e94f-4bb0-a7e5-dba503bb24d8,Prescription Medication,Medication that legally requires a written order from a licensed healthcare provider before it can be dispensed by a pharmacist.,"Some medications are prescription-only, meaning a US doctor must authorize them before a pharmacy will give them to you. If you need a prescription from home refilled, you may need a telehealth or urgent care visit to get a US prescription."
7407a705-2207-4980-9762-cbe7eba370e2,Walk-in Clinic,A medical clinic that accepts patients without a prior appointment.,Walk-in clinics let you see a doctor without scheduling ahead. Most urgent care centers and some pharmacies operate as walk-in clinics. Ideal for travelers with unpredictable schedules.
117a98b9-247b-43fa-b989-220c2c3c6b94,Travel Insurance,"Insurance purchased before a trip that can cover medical emergencies, trip cancellations, and other unexpected events during travel.","Travel insurance is your financial safety net while traveling internationally. If you get sick or injured in the US, it can help cover your hospital bills, emergency transport, and even medical evacuation back to your home country."
dd8b09c9-a1f1-40bf-847a-c7720ac93ef1,Out-of-Pocket Maximum,The most you will have to pay for covered services in a plan year before your insurance pays 100% of covered costs.,"This is your financial safety net. Once you've spent a certain amount of money on healthcare in a year (e.g., $6,000), your insurance covers 100% of additional covered costs for the rest of the year."
61b0308c-8760-4441-b0b1-f2c12d80ed8c,Deductible,The amount you must pay out-of-pocket for healthcare services before your insurance starts paying.,"Imagine your insurance has a 'startup cost' of $1,000 per year. Until you've paid $1,000 in medical bills yourself, your insurance won't contribute. After that, they start helping pay your bills."
eef90163-e63d-4349-8626-3a2eda80fabd,Travel Insurance,"Insurance purchased before a trip that can cover medical emergencies, trip cancellations, and other unexpected events during travel.","Travel insurance is your financial safety net while traveling internationally. If you get sick or injured in the US, it can help cover your hospital bills, emergency transport, and even medical evacuation back to your home country."
fbb86733-d88f-4756-a556-73a427aed006,Copay,"A fixed dollar amount you pay for a covered healthcare service, usually at the time of service.","Think of a copay like a fixed entry fee. For example, you might pay $30 every time you visit a doctor, regardless of what happens during the appointment. Your insurance covers the rest of the bill."
8289634b-e270-430d-a152-8b1f1c27b265,Sutures (Stitches),Threads used by medical professionals to close wounds.,"If you have a deep cut, a doctor may use sutures (stitches) to close the wound. This is typically done at urgent care or the ER. After treatment, you will receive instructions on keeping the wound clean and when to have stitches removed."
29b56eb1-266f-486d-a42c-c32b57cb4e8d,Premium,"The monthly amount you pay to maintain your health insurance coverage, regardless of whether you use it.","Your premium is like a monthly subscription fee for your health insurance. You pay it every month to keep your coverage active, even if you never visit a doctor that month."
ff56b679-fc1e-4c2a-98d9-a16fd6d86351,HIPAA,A US federal law protecting the privacy and security of patients' medical information.,"HIPAA means your medical information in the US is legally protected. Healthcare providers cannot share your health details with others without your permission, except in limited situations like emergencies or legal requirements."
a1365623-da2f-4196-bd88-d210286608ff,In-Network Provider,A healthcare provider or facility that has a contract with your insurance company to provide services at negotiated rates.,"Your insurance has 'preferred' doctors and hospitals it has deals with, called in-network providers. Visiting these providers costs you much less than going to out-of-network providers who don't have a deal with your insurer."
60ff2d86-d6a4-4762-93b0-5acb95d05d86,Ambulance,An emergency vehicle equipped to provide medical care and transport patients to a hospital.,"Calling 911 for a medical emergency will dispatch an ambulance. Be aware that ambulance rides in the US are expensive — often $1,000 to $3,000. For non-life-threatening situations, arranging your own transportation to urgent care is more cost-effective."
13ae0a63-ca99-4c33-a700-39de48375cc1,Vital Signs,"Measurements of basic body functions including temperature, blood pressure, pulse rate, and breathing rate.","When you visit any clinic, a nurse will check your vital signs first: your temperature, blood pressure, heart rate, and how fast you breathe. These basic measurements help the doctor understand your overall health state."
ce6e3e4d-814e-49e8-b4fc-00b19e512796,Specialist,"A physician with advanced training in a specific area of medicine, such as cardiology, dermatology, or orthopedics.","Specialists are expert doctors focused on one body system or condition. As a visitor, you would typically need a referral from an urgent care or primary care doctor to see a specialist, which may take days or weeks to schedule."
0bc135aa-0165-420f-a99d-9537bdf6447c,Prescription Medication,Medication that legally requires a written order from a licensed healthcare provider before it can be dispensed by a pharmacist.,"Some medications are prescription-only, meaning a US doctor must authorize them before a pharmacy will give them to you. If you need a prescription from home refilled, you may need a telehealth or urgent care visit to get a US prescription."
edf85dfc-2a8c-4627-9266-2fc4547ec5fa,Urgent Care Center,A walk-in clinic for non-life-threatening illnesses and injuries that need same-day attention.,"Urgent care is the 'middle ground' between your doctor and the ER. Great for a sprained ankle, fever, ear infection, or minor cuts. No appointment needed, costs much less than the ER, and wait times are usually shorter."
8105b3bd-eac9-40f3-9786-aa4333e61e01,911,"The universal emergency telephone number in the United States for police, fire, and medical emergencies.","In any life-threatening emergency in the US, call 911 from any phone (even without a SIM card or credit). Dispatchers are available 24/7 and can send police, fire, or ambulance services immediately. Calls are free."
fa96491f-0c5e-40e0-a22d-146a9f851b51,In-Network Provider,A healthcare provider or facility that has a contract with your insurance company to provide services at negotiated rates.,"Your insurance has 'preferred' doctors and hospitals it has deals with, called in-network providers. Visiting these providers costs you much less than going to out-of-network providers who don't have a deal with your insurer."
f7c7a81f-4d79-40cd-a261-6cf4c548c0df,CT Scan,A computed tomography scan that uses X-rays to create detailed cross-sectional images of the body.,"A CT scan produces detailed images of your internal organs, bones, and tissues. It is more detailed than a standard X-ray and is typically done at a hospital or emergency setting for more serious conditions."
cefb0556-0434-4322-b4d4-72636362cabf,Primary Care Physician (PCP),"A doctor who provides general, preventive, and ongoing health care and is typically your first point of contact in the healthcare system.","Your PCP is your regular 'family doctor' who knows your medical history and helps manage your overall health. For international visitors, getting a PCP appointment quickly can be difficult — urgent care or telehealth are better options for immediate needs."
f75b39b1-8fc6-4713-b182-62d79b699baf,Over-the-Counter (OTC) Medication,Medication available for purchase without a doctor's prescription.,"OTC medications can be bought directly off the shelf at a pharmacy or grocery store. Common examples include acetaminophen (Tylenol) for pain, ibuprofen (Advil) for inflammation, or Benadryl for allergies. No doctor visit required."
b1bdcbea-32b2-4c8e-a147-803368ef81bd,Emergency Room (ER),"A hospital department providing immediate care for life-threatening medical emergencies, available 24 hours a day, 7 days a week.","The ER is for true emergencies — situations where your life or a limb is at risk. Think: heart attack, stroke, severe allergic reaction, or major accident. Going to the ER for a mild illness is very expensive and involves long waits."
824fe208-2a1f-4982-a0e8-a518ba04e0f4,Discharge Instructions,"Written guidelines provided to patients when leaving a medical facility explaining follow-up care, medications, and warning signs.","When you leave a clinic or ER, staff will give you discharge instructions — a printed sheet explaining what happened, what medications to take, activities to avoid, and warning signs that mean you should return or call a doctor."
069d1dd6-cdab-4c2b-8ac8-c6bfde067964,Over-the-Counter (OTC) Medication,Medication available for purchase without a doctor's prescription.,"OTC medications can be bought directly off the shelf at a pharmacy or grocery store. Common examples include acetaminophen (Tylenol) for pain, ibuprofen (Advil) for inflammation, or Benadryl for allergies. No doctor visit required."
38eddf9d-1136-454d-83b1-c8e06bdef52b,Referral,A formal recommendation from one healthcare provider directing a patient to see another provider or specialist.,"If your urgent care doctor believes you need to see a specialist (e.g., a heart doctor or bone specialist), they will give you a referral — a formal recommendation to schedule an appointment with that specialist."
e89a5735-9b92-4477-a823-56e630275d64,Explanation of Benefits (EOB),A document from your insurance company explaining what was covered and what you owe after a medical service.,"After a doctor visit, your insurance sends you a summary letter (EOB) that breaks down: what the doctor charged, what the insurance paid, and what you still owe. It is not a bill — it's a record."
7a35ea4e-5b1f-404c-8016-1eaeb2ccb212,Specialist,"A physician with advanced training in a specific area of medicine, such as cardiology, dermatology, or orthopedics.","Specialists are expert doctors focused on one body system or condition. As a visitor, you would typically need a referral from an urgent care or primary care doctor to see a specialist, which may take days or weeks to schedule."
f1d91123-cf65-41dc-8bed-3dbbfadd00ee,Copay,"A fixed dollar amount you pay for a covered healthcare service, usually at the time of service.","Think of a copay like a fixed entry fee. For example, you might pay $30 every time you visit a doctor, regardless of what happens during the appointment. Your insurance covers the rest of the bill."
bc36ecbc-d126-40c8-8456-4bd64f58af23,Medical ID Bracelet,A bracelet worn by individuals with serious medical conditions or allergies to alert emergency responders.,"A medical ID bracelet contains critical health information (like severe allergies or chronic conditions) that emergency responders check if you are unconscious. If you have a serious condition, wearing one while traveling in the US could save your life."
098ae0a2-dbfb-40b0-b209-1ae05f649e39,Discharge Instructions,"Written guidelines provided to patients when leaving a medical facility explaining follow-up care, medications, and warning signs.","When you leave a clinic or ER, staff will give you discharge instructions — a printed sheet explaining what happened, what medications to take, activities to avoid, and warning signs that mean you should return or call a doctor."
369cd0de-5ef2-4316-84de-c6abbf291a83,Generic Medication,"A medication that contains the same active ingredient as a brand-name drug, sold at a lower price after the brand's patent expires.","Generic drugs work exactly the same as brand-name drugs but cost significantly less. If your doctor prescribes a brand-name drug, ask the pharmacist if a generic version is available — it can save you a lot of money."
90d8467f-1e78-4d32-9024-7d9d51bc63db,Anaphylaxis,"A severe, life-threatening allergic reaction requiring immediate epinephrine injection.","Anaphylaxis is the most severe form of allergic reaction. Symptoms include throat swelling, hives, dropping blood pressure, and difficulty breathing. This is always a 911/ER emergency. If you carry an EpiPen, use it immediately."
8cbea72e-4f04-409c-bc5c-cdb190161777,Anaphylaxis,"A severe, life-threatening allergic reaction requiring immediate epinephrine injection.","Anaphylaxis is the most severe form of allergic reaction. Symptoms include throat swelling, hives, dropping blood pressure, and difficulty breathing. This is always a 911/ER emergency. If you carry an EpiPen, use it immediately."
eb5f6e92-5094-434a-9ae1-1b2e65125c08,Sutures (Stitches),Threads used by medical professionals to close wounds.,"If you have a deep cut, a doctor may use sutures (stitches) to close the wound. This is typically done at urgent care or the ER. After treatment, you will receive instructions on keeping the wound clean and when to have stitches removed."
746252eb-94c4-4234-aaad-7c2e5b9eb5ce,Sliding Scale Fee,A payment system where the cost of services is adjusted based on a patient's income level.,"Some community health clinics charge based on what you can afford — the less you earn, the less you pay. This is called a sliding scale fee. Uninsured visitors with limited funds can access real medical care this way."
3b4aadc8-580e-41f6-bd51-5fc067b56b9e,Urgent Care Center,A walk-in clinic for non-life-threatening illnesses and injuries that need same-day attention.,"Urgent care is the 'middle ground' between your doctor and the ER. Great for a sprained ankle, fever, ear infection, or minor cuts. No appointment needed, costs much less than the ER, and wait times are usually shorter."
3fc97c11-2a6e-4986-ba2c-daf0a1f3dc11,Discharge Instructions,"Written guidelines provided to patients when leaving a medical facility explaining follow-up care, medications, and warning signs.","When you leave a clinic or ER, staff will give you discharge instructions — a printed sheet explaining what happened, what medications to take, activities to avoid, and warning signs that mean you should return or call a doctor."
b7cfe0ab-45ae-49b6-bcc4-02bb1811dc06,In-Network Provider,A healthcare provider or facility that has a contract with your insurance company to provide services at negotiated rates.,"Your insurance has 'preferred' doctors and hospitals it has deals with, called in-network providers. Visiting these providers costs you much less than going to out-of-network providers who don't have a deal with your insurer."
3615067d-f58a-410d-8486-cc60943ea782,Emergency Room (ER),"A hospital department providing immediate care for life-threatening medical emergencies, available 24 hours a day, 7 days a week.","The ER is for true emergencies — situations where your life or a limb is at risk. Think: heart attack, stroke, severe allergic reaction, or major accident. Going to the ER for a mild illness is very expensive and involves long waits."
6b301030-a50e-4ff2-a071-3d57cdcd3578,Generic Medication,"A medication that contains the same active ingredient as a brand-name drug, sold at a lower price after the brand's patent expires.","Generic drugs work exactly the same as brand-name drugs but cost significantly less. If your doctor prescribes a brand-name drug, ask the pharmacist if a generic version is available — it can save you a lot of money."
beef1076-1573-440c-8953-056238baef71,Explanation of Benefits (EOB),A document from your insurance company explaining what was covered and what you owe after a medical service.,"After a doctor visit, your insurance sends you a summary letter (EOB) that breaks down: what the doctor charged, what the insurance paid, and what you still owe. It is not a bill — it's a record."
97cbc3a3-9086-43d2-a8b5-564eeb294a3b,Community Health Clinic,"A nonprofit or government-funded clinic providing affordable primary care to all patients, including uninsured individuals, often on a sliding fee scale.","Community health clinics serve everyone, including visitors without insurance. Your fee is based on what you can afford. They provide real medical care — not just charity — including lab tests, chronic disease management, and preventive care."
b6c6958f-e69f-4e73-9114-8f2251448c9c,Ambulance,An emergency vehicle equipped to provide medical care and transport patients to a hospital.,"Calling 911 for a medical emergency will dispatch an ambulance. Be aware that ambulance rides in the US are expensive — often $1,000 to $3,000. For non-life-threatening situations, arranging your own transportation to urgent care is more cost-effective."
