facility_id,facility_type,facility_description,common_use_cases,average_cost_range,average_wait_time,appointment_required,insurance_typically_accepted
554b72fc-a033-4709-b371-1ed5255a1867,Telehealth Service,"A digital health platform offering 24/7 access to US-licensed healthcare providers for non-emergency medical consultations, mental health support, and prescription management.",Travel health advice; triage guidance (should I go to the ER?); follow-up care after urgent care; second opinions; lab result interpretation,$40 – $75 (basic video visit),Scheduled: same day or next day,On-demand visits: no appointment needed; Scheduled visits: appointment preferred,Many US insurance plans cover telehealth; some international travel insurance plans cover virtual visits; self-pay available
840a3dfb-0868-4f05-af76-7f86ae5ecfc0,Telehealth Service,"A digital health platform offering 24/7 access to US-licensed healthcare providers for non-emergency medical consultations, mental health support, and prescription management.",Cold and flu symptom management; skin condition consultations (photo-based); sleep issues; anxiety and depression support; medication questions,$50 – $100 (with prescription),Scheduled: same day or next day,On-demand visits: no appointment needed; Scheduled visits: appointment preferred,Many US insurance plans cover telehealth; some international travel insurance plans cover virtual visits; self-pay available
42afd30b-f8de-4912-bb69-0859f3bf77ac,Community Health Clinic,"A federally qualified health center (FQHC) or nonprofit clinic providing affordable primary care, preventive services, and basic medical care on a sliding-fee scale regardless of insurance status.",General health check-ups; management of chronic conditions; vaccinations; family planning; dental care (at some locations); mental health services,$0 – $30 (sliding scale for uninsured),Walk-in availability varies by location,Recommended; walk-in availability varies; call ahead to confirm,Accepts uninsured patients; Medicaid; Medicare; some private insurance; sliding-fee scale for all income levels
1fbfd72d-7384-40c4-939d-df7cdb10fe41,Telehealth Service,"A digital health platform offering 24/7 access to US-licensed healthcare providers for non-emergency medical consultations, mental health support, and prescription management.",Travel health advice; triage guidance (should I go to the ER?); follow-up care after urgent care; second opinions; lab result interpretation,$60 – $150 (specialist telehealth),Scheduled: same day or next day,On-demand visits: no appointment needed; Scheduled visits: appointment preferred,Many US insurance plans cover telehealth; some international travel insurance plans cover virtual visits; self-pay available
23398ec6-9e40-43d9-b92a-a2e48550bd69,Pharmacy,"A full-service pharmacy offering prescription services, vaccinations, health screenings, and a comprehensive selection of over-the-counter remedies.",Receiving flu shots and other vaccinations; blood pressure screenings; purchasing diabetic supplies; contraception; vitamins and supplements,$0 – $20 (OTC medications),15 – 30 minutes (prescription fill),No — walk-in for OTC; no appointment for prescription drop-off,US health insurance; GoodRx discount card (no insurance needed); self-pay accepted at all pharmacies
aa95d233-b24d-4180-a5bc-04da791eb06d,Emergency Room (ER),"A fully equipped medical facility within a hospital that operates around the clock, equipped with advanced diagnostic tools including CT scanners, MRI, and surgical suites.",Suspected appendicitis; psychiatric emergencies; severe infections; deep lacerations requiring surgery; head injuries with loss of consciousness,"$3,000 – $10,000+ (complex cases)",30 min – 4 hours (non-critical),No — walk-in or 911 arrival,Most major US insurance plans accepted; Medicare; Medicaid; international travel insurance (verify coverage before visit)
c14d293e-a893-460b-ab0d-714b2d4019b7,Community Health Clinic,"A federally qualified health center (FQHC) or nonprofit clinic providing affordable primary care, preventive services, and basic medical care on a sliding-fee scale regardless of insurance status.",General health check-ups; management of chronic conditions; vaccinations; family planning; dental care (at some locations); mental health services,"$80 – $180 (full pay, still below private rates)",Walk-in availability varies by location,Recommended; walk-in availability varies; call ahead to confirm,Accepts uninsured patients; Medicaid; Medicare; some private insurance; sliding-fee scale for all income levels
be871d6f-afdc-4670-9f23-ce0667bb199f,Urgent Care Center,"A freestanding outpatient clinic offering extended hours and walk-in availability for acute medical conditions, minor injuries, and illnesses.",Minor fractures; sprains; cuts requiring stitches; ear infections; strep throat; UTIs; mild fevers; skin rashes; respiratory infections,$100 – $200 (basic visit),Under 30 minutes (off-peak),No — walk-in available; appointments preferred at some locations,Most major US insurance; many international travel insurance plans; self-pay options available
4c85e949-e9cb-4546-8ff7-7e13fa94b9a7,Urgent Care Center,"A freestanding outpatient clinic offering extended hours and walk-in availability for acute medical conditions, minor injuries, and illnesses.",Allergy symptoms; sinus infections; mild asthma flare-ups; minor lacerations; medication refills for short-term conditions,$150 – $350 (with X-ray),15 – 45 minutes,No — walk-in available; appointments preferred at some locations,Most major US insurance; many international travel insurance plans; self-pay options available
1d9088f4-a0b0-428d-8731-83f6e6c64ec7,Pharmacy,"A retail pharmacy providing prescription dispensing services, over-the-counter medications, health products, and pharmacist consultation services.",Receiving flu shots and other vaccinations; blood pressure screenings; purchasing diabetic supplies; contraception; vitamins and supplements,$10 – $100 (generic prescriptions),Immediate (OTC purchases),No — walk-in for OTC; no appointment for prescription drop-off,US health insurance; GoodRx discount card (no insurance needed); self-pay accepted at all pharmacies
06b4d4a4-54c6-418a-b576-775f5e2c9fcd,Urgent Care Center,A walk-in medical clinic providing care for non-life-threatening illnesses and injuries that require same-day attention but are not severe enough for an emergency room visit.,Minor fractures; sprains; cuts requiring stitches; ear infections; strep throat; UTIs; mild fevers; skin rashes; respiratory infections,$200 – $500 (with lab tests and procedures),30 – 60 minutes (peak hours),No — walk-in available; appointments preferred at some locations,Most major US insurance; many international travel insurance plans; self-pay options available
09b36c04-fad8-467a-bbed-7c803de1c5a9,Telehealth Service,"A virtual healthcare platform connecting patients with licensed physicians, nurse practitioners, and mental health professionals via video, phone, or secure messaging.",Travel health advice; triage guidance (should I go to the ER?); follow-up care after urgent care; second opinions; lab result interpretation,$50 – $100 (with prescription),On-demand: under 15 minutes,On-demand visits: no appointment needed; Scheduled visits: appointment preferred,Many US insurance plans cover telehealth; some international travel insurance plans cover virtual visits; self-pay available
c020cf80-398a-47bf-bfe8-6dc81c03d4a4,Urgent Care Center,"A convenient alternative to the ER for moderate health concerns, offering services such as X-rays, lab tests, stitches, and prescription services at a fraction of the ER cost.",Flu symptoms; eye infections (pink eye); minor burns; animal bites; STI testing; sports injuries; nausea and vomiting; back pain,$200 – $500 (with lab tests and procedures),30 – 60 minutes (peak hours),No — walk-in available; appointments preferred at some locations,Most major US insurance; many international travel insurance plans; self-pay options available
d7922d34-0181-4869-9f86-de5ec36a1763,Urgent Care Center,A walk-in medical clinic providing care for non-life-threatening illnesses and injuries that require same-day attention but are not severe enough for an emergency room visit.,Flu symptoms; eye infections (pink eye); minor burns; animal bites; STI testing; sports injuries; nausea and vomiting; back pain,$100 – $200 (basic visit),15 – 45 minutes,No — walk-in available; appointments preferred at some locations,Most major US insurance; many international travel insurance plans; self-pay options available
97297793-8d8d-4a84-8c58-80f2f1c1165b,Pharmacy,A community pharmacy where licensed pharmacists dispense prescription medications and advise customers on OTC drug selection and drug interactions.,Receiving flu shots and other vaccinations; blood pressure screenings; purchasing diabetic supplies; contraception; vitamins and supplements,$50 – $500+ (brand-name medications without insurance),Up to 1 hour (new prescriptions with insurance verification),No — walk-in for OTC; no appointment for prescription drop-off,US health insurance; GoodRx discount card (no insurance needed); self-pay accepted at all pharmacies
0725c351-78d0-4393-8aba-753f317677ed,Telehealth Service,"A virtual healthcare platform connecting patients with licensed physicians, nurse practitioners, and mental health professionals via video, phone, or secure messaging.",Cold and flu symptom management; skin condition consultations (photo-based); sleep issues; anxiety and depression support; medication questions,$40 – $75 (basic video visit),On-demand: under 15 minutes,On-demand visits: no appointment needed; Scheduled visits: appointment preferred,Many US insurance plans cover telehealth; some international travel insurance plans cover virtual visits; self-pay available
368bf955-3c40-4c1c-b258-f17bea77e105,Community Health Clinic,"A federally qualified health center (FQHC) or nonprofit clinic providing affordable primary care, preventive services, and basic medical care on a sliding-fee scale regardless of insurance status.",General health check-ups; management of chronic conditions; vaccinations; family planning; dental care (at some locations); mental health services,$0 – $30 (sliding scale for uninsured),Same-day (urgent slots),Recommended; walk-in availability varies; call ahead to confirm,Accepts uninsured patients; Medicaid; Medicare; some private insurance; sliding-fee scale for all income levels
61007aa7-4527-4f42-ab74-3a42d18410c3,Pharmacy,"A retail pharmacy providing prescription dispensing services, over-the-counter medications, health products, and pharmacist consultation services.","Filling prescriptions from US physicians; purchasing OTC pain relievers, allergy medication, cold remedies; purchasing first aid supplies",$0 – $20 (OTC medications),Immediate (OTC purchases),No — walk-in for OTC; no appointment for prescription drop-off,US health insurance; GoodRx discount card (no insurance needed); self-pay accepted at all pharmacies
8f48cf1d-e6e3-4f33-9064-608a7c4e9703,Community Health Clinic,"A community-based health center serving underinsured and uninsured patients, offering comprehensive primary care with fees adjusted based on income level.",Health education; social services referrals; sliding-scale fee primary care; care for uninsured patients; language interpreter services,$20 – $80 (low-income scale),1 – 3 days (scheduled appointments),Recommended; walk-in availability varies; call ahead to confirm,Accepts uninsured patients; Medicaid; Medicare; some private insurance; sliding-fee scale for all income levels
69deb7b0-3f24-4506-8ed8-0062e1774608,Urgent Care Center,"A convenient alternative to the ER for moderate health concerns, offering services such as X-rays, lab tests, stitches, and prescription services at a fraction of the ER cost.",Flu symptoms; eye infections (pink eye); minor burns; animal bites; STI testing; sports injuries; nausea and vomiting; back pain,$200 – $500 (with lab tests and procedures),Under 30 minutes (off-peak),No — walk-in available; appointments preferred at some locations,Most major US insurance; many international travel insurance plans; self-pay options available
ae9e2d89-c1b4-4e92-bd5d-4b8fe7174f1c,Pharmacy,"A full-service pharmacy offering prescription services, vaccinations, health screenings, and a comprehensive selection of over-the-counter remedies.",Receiving flu shots and other vaccinations; blood pressure screenings; purchasing diabetic supplies; contraception; vitamins and supplements,$0 – $20 (OTC medications),Up to 1 hour (new prescriptions with insurance verification),No — walk-in for OTC; no appointment for prescription drop-off,US health insurance; GoodRx discount card (no insurance needed); self-pay accepted at all pharmacies
3e11678d-b31b-4dbe-80ee-c9822d511ca1,Urgent Care Center,"A freestanding outpatient clinic offering extended hours and walk-in availability for acute medical conditions, minor injuries, and illnesses.",Minor fractures; sprains; cuts requiring stitches; ear infections; strep throat; UTIs; mild fevers; skin rashes; respiratory infections,$150 – $350 (with X-ray),Under 30 minutes (off-peak),No — walk-in available; appointments preferred at some locations,Most major US insurance; many international travel insurance plans; self-pay options available
19fd6fa7-962e-47a5-bb59-3e3fd9cab587,Urgent Care Center,"A freestanding outpatient clinic offering extended hours and walk-in availability for acute medical conditions, minor injuries, and illnesses.",Flu symptoms; eye infections (pink eye); minor burns; animal bites; STI testing; sports injuries; nausea and vomiting; back pain,$150 – $350 (with X-ray),15 – 45 minutes,No — walk-in available; appointments preferred at some locations,Most major US insurance; many international travel insurance plans; self-pay options available
9940afe0-6278-4fb3-96c3-bb4188b61f4a,Pharmacy,"A full-service pharmacy offering prescription services, vaccinations, health screenings, and a comprehensive selection of over-the-counter remedies.",Receiving flu shots and other vaccinations; blood pressure screenings; purchasing diabetic supplies; contraception; vitamins and supplements,$50 – $500+ (brand-name medications without insurance),Up to 1 hour (new prescriptions with insurance verification),No — walk-in for OTC; no appointment for prescription drop-off,US health insurance; GoodRx discount card (no insurance needed); self-pay accepted at all pharmacies
fc4e67a8-fb9d-4bdb-a815-db98eec7e063,Urgent Care Center,A walk-in medical clinic providing care for non-life-threatening illnesses and injuries that require same-day attention but are not severe enough for an emergency room visit.,Allergy symptoms; sinus infections; mild asthma flare-ups; minor lacerations; medication refills for short-term conditions,$150 – $350 (with X-ray),Under 30 minutes (off-peak),No — walk-in available; appointments preferred at some locations,Most major US insurance; many international travel insurance plans; self-pay options available
e6a75939-80bf-4cdd-99c8-8d15289e426e,Pharmacy,"A full-service pharmacy offering prescription services, vaccinations, health screenings, and a comprehensive selection of over-the-counter remedies.","Medication counseling; medication synchronization; refilling maintenance medications; purchasing medical devices (thermometers, glucometers)",$0 – $20 (OTC medications),15 – 30 minutes (prescription fill),No — walk-in for OTC; no appointment for prescription drop-off,US health insurance; GoodRx discount card (no insurance needed); self-pay accepted at all pharmacies
93f2a747-633d-4de3-82be-0c76416ed842,Urgent Care Center,"A convenient alternative to the ER for moderate health concerns, offering services such as X-rays, lab tests, stitches, and prescription services at a fraction of the ER cost.",Allergy symptoms; sinus infections; mild asthma flare-ups; minor lacerations; medication refills for short-term conditions,$100 – $200 (basic visit),30 – 60 minutes (peak hours),No — walk-in available; appointments preferred at some locations,Most major US insurance; many international travel insurance plans; self-pay options available
bfae5304-1cdb-4b81-afd0-e3b9053fcf90,Urgent Care Center,"A convenient alternative to the ER for moderate health concerns, offering services such as X-rays, lab tests, stitches, and prescription services at a fraction of the ER cost.",Flu symptoms; eye infections (pink eye); minor burns; animal bites; STI testing; sports injuries; nausea and vomiting; back pain,$200 – $500 (with lab tests and procedures),15 – 45 minutes,No — walk-in available; appointments preferred at some locations,Most major US insurance; many international travel insurance plans; self-pay options available
2683bcd7-967a-4675-885c-e93b246bbe8d,Telehealth Service,"An online medical service providing remote consultations, diagnosis support for minor conditions, prescription services, and care coordination without requiring an in-person visit.",Travel health advice; triage guidance (should I go to the ER?); follow-up care after urgent care; second opinions; lab result interpretation,$60 – $150 (specialist telehealth),On-demand: under 15 minutes,On-demand visits: no appointment needed; Scheduled visits: appointment preferred,Many US insurance plans cover telehealth; some international travel insurance plans cover virtual visits; self-pay available
81b42547-f4d6-4778-9937-cae879a018ba,Pharmacy,A community pharmacy where licensed pharmacists dispense prescription medications and advise customers on OTC drug selection and drug interactions.,"Medication counseling; medication synchronization; refilling maintenance medications; purchasing medical devices (thermometers, glucometers)",$0 – $20 (OTC medications),Up to 1 hour (new prescriptions with insurance verification),No — walk-in for OTC; no appointment for prescription drop-off,US health insurance; GoodRx discount card (no insurance needed); self-pay accepted at all pharmacies
cdd78fd0-7245-4df6-87b6-30bbae367570,Emergency Room (ER),"The emergency department (ED) of a hospital, designed to handle critical conditions, trauma, and severe illnesses that require immediate intervention and hospital-level resources.",Suspected appendicitis; psychiatric emergencies; severe infections; deep lacerations requiring surgery; head injuries with loss of consciousness,"$2,000 – $5,000 (with imaging)",Immediate (life-threatening),No — walk-in or 911 arrival,Most major US insurance plans accepted; Medicare; Medicaid; international travel insurance (verify coverage before visit)
716a6f15-de7b-459c-bd7c-d8a4b0be1fd2,Telehealth Service,"A digital health platform offering 24/7 access to US-licensed healthcare providers for non-emergency medical consultations, mental health support, and prescription management.",Cold and flu symptom management; skin condition consultations (photo-based); sleep issues; anxiety and depression support; medication questions,$40 – $75 (basic video visit),Scheduled: same day or next day,On-demand visits: no appointment needed; Scheduled visits: appointment preferred,Many US insurance plans cover telehealth; some international travel insurance plans cover virtual visits; self-pay available
6b178d70-0577-4bc7-8bc9-c45119943d77,Community Health Clinic,"A federally qualified health center (FQHC) or nonprofit clinic providing affordable primary care, preventive services, and basic medical care on a sliding-fee scale regardless of insurance status.",Health education; social services referrals; sliding-scale fee primary care; care for uninsured patients; language interpreter services,$20 – $80 (low-income scale),Same-day (urgent slots),Recommended; walk-in availability varies; call ahead to confirm,Accepts uninsured patients; Medicaid; Medicare; some private insurance; sliding-fee scale for all income levels
1939d310-814c-4cc4-bf33-0be86cfcd3b4,Pharmacy,A community pharmacy where licensed pharmacists dispense prescription medications and advise customers on OTC drug selection and drug interactions.,"Filling prescriptions from US physicians; purchasing OTC pain relievers, allergy medication, cold remedies; purchasing first aid supplies",$50 – $500+ (brand-name medications without insurance),15 – 30 minutes (prescription fill),No — walk-in for OTC; no appointment for prescription drop-off,US health insurance; GoodRx discount card (no insurance needed); self-pay accepted at all pharmacies
e1464b39-b393-407d-bcc7-9f59ae4a2a42,Urgent Care Center,A walk-in medical clinic providing care for non-life-threatening illnesses and injuries that require same-day attention but are not severe enough for an emergency room visit.,Minor fractures; sprains; cuts requiring stitches; ear infections; strep throat; UTIs; mild fevers; skin rashes; respiratory infections,$100 – $200 (basic visit),Under 30 minutes (off-peak),No — walk-in available; appointments preferred at some locations,Most major US insurance; many international travel insurance plans; self-pay options available
ad24cce7-0358-44bb-a561-d3201e311698,Community Health Clinic,"A community-based health center serving underinsured and uninsured patients, offering comprehensive primary care with fees adjusted based on income level.",Health education; social services referrals; sliding-scale fee primary care; care for uninsured patients; language interpreter services,"$80 – $180 (full pay, still below private rates)",Same-day (urgent slots),Recommended; walk-in availability varies; call ahead to confirm,Accepts uninsured patients; Medicaid; Medicare; some private insurance; sliding-fee scale for all income levels
39b37e03-385d-4560-aa8a-0b0cced7285e,Pharmacy,A community pharmacy where licensed pharmacists dispense prescription medications and advise customers on OTC drug selection and drug interactions.,"Medication counseling; medication synchronization; refilling maintenance medications; purchasing medical devices (thermometers, glucometers)",$50 – $500+ (brand-name medications without insurance),Immediate (OTC purchases),No — walk-in for OTC; no appointment for prescription drop-off,US health insurance; GoodRx discount card (no insurance needed); self-pay accepted at all pharmacies
76e18d53-9cf1-4ee2-9856-30083e171649,Pharmacy,A community pharmacy where licensed pharmacists dispense prescription medications and advise customers on OTC drug selection and drug interactions.,Receiving flu shots and other vaccinations; blood pressure screenings; purchasing diabetic supplies; contraception; vitamins and supplements,$50 – $500+ (brand-name medications without insurance),Up to 1 hour (new prescriptions with insurance verification),No — walk-in for OTC; no appointment for prescription drop-off,US health insurance; GoodRx discount card (no insurance needed); self-pay accepted at all pharmacies
7135e6ab-4c38-419a-b47b-e97c7b1612e7,Emergency Room (ER),"A fully equipped medical facility within a hospital that operates around the clock, equipped with advanced diagnostic tools including CT scanners, MRI, and surgical suites.",Suspected appendicitis; psychiatric emergencies; severe infections; deep lacerations requiring surgery; head injuries with loss of consciousness,"$2,000 – $5,000 (with imaging)",30 min – 4 hours (non-critical),No — walk-in or 911 arrival,Most major US insurance plans accepted; Medicare; Medicaid; international travel insurance (verify coverage before visit)
24466860-9a05-4989-a6d0-20996e467cd6,Urgent Care Center,"A convenient alternative to the ER for moderate health concerns, offering services such as X-rays, lab tests, stitches, and prescription services at a fraction of the ER cost.",Allergy symptoms; sinus infections; mild asthma flare-ups; minor lacerations; medication refills for short-term conditions,$200 – $500 (with lab tests and procedures),Under 30 minutes (off-peak),No — walk-in available; appointments preferred at some locations,Most major US insurance; many international travel insurance plans; self-pay options available
50c1f184-55bb-4726-ab6d-99c1968c90cd,Telehealth Service,"An online medical service providing remote consultations, diagnosis support for minor conditions, prescription services, and care coordination without requiring an in-person visit.",Travel health advice; triage guidance (should I go to the ER?); follow-up care after urgent care; second opinions; lab result interpretation,$50 – $100 (with prescription),On-demand: under 15 minutes,On-demand visits: no appointment needed; Scheduled visits: appointment preferred,Many US insurance plans cover telehealth; some international travel insurance plans cover virtual visits; self-pay available
4d36c94b-2eaf-4a56-aa7e-bd5b2912d569,Emergency Room (ER),"A fully equipped medical facility within a hospital that operates around the clock, equipped with advanced diagnostic tools including CT scanners, MRI, and surgical suites.",Chest pain or suspected heart attack; stroke symptoms; severe allergic reactions (anaphylaxis); major trauma or broken bones; uncontrolled bleeding; loss of consciousness,"$3,000 – $10,000+ (complex cases)",Immediate (life-threatening),No — walk-in or 911 arrival,Most major US insurance plans accepted; Medicare; Medicaid; international travel insurance (verify coverage before visit)
62d548c3-dd1e-4522-9316-fdc36b946063,Emergency Room (ER),"A hospital-based department providing immediate medical care for life-threatening or severe medical emergencies, staffed 24/7 by emergency physicians and nurses.",Chest pain or suspected heart attack; stroke symptoms; severe allergic reactions (anaphylaxis); major trauma or broken bones; uncontrolled bleeding; loss of consciousness,"$1,500 – $3,000 (basic visit)",1 – 6 hours (moderate urgency),No — walk-in or 911 arrival,Most major US insurance plans accepted; Medicare; Medicaid; international travel insurance (verify coverage before visit)
a9d2edfe-e46f-4d3d-a690-d9e256201618,Community Health Clinic,"A federally qualified health center (FQHC) or nonprofit clinic providing affordable primary care, preventive services, and basic medical care on a sliding-fee scale regardless of insurance status.",Health education; social services referrals; sliding-scale fee primary care; care for uninsured patients; language interpreter services,"$80 – $180 (full pay, still below private rates)",Walk-in availability varies by location,Recommended; walk-in availability varies; call ahead to confirm,Accepts uninsured patients; Medicaid; Medicare; some private insurance; sliding-fee scale for all income levels
df454548-16fe-46ba-9cdc-a23892a751aa,Urgent Care Center,"A freestanding outpatient clinic offering extended hours and walk-in availability for acute medical conditions, minor injuries, and illnesses.",Allergy symptoms; sinus infections; mild asthma flare-ups; minor lacerations; medication refills for short-term conditions,$100 – $200 (basic visit),30 – 60 minutes (peak hours),No — walk-in available; appointments preferred at some locations,Most major US insurance; many international travel insurance plans; self-pay options available
3d5203bd-766a-434f-9c95-ab3b3e8240bf,Community Health Clinic,"A federally qualified health center (FQHC) or nonprofit clinic providing affordable primary care, preventive services, and basic medical care on a sliding-fee scale regardless of insurance status.",Basic lab tests; blood pressure monitoring; diabetes management; prenatal care; pediatric care; prescription assistance programs,$0 – $30 (sliding scale for uninsured),Same-day (urgent slots),Recommended; walk-in availability varies; call ahead to confirm,Accepts uninsured patients; Medicaid; Medicare; some private insurance; sliding-fee scale for all income levels
cf06feed-7c49-48b7-afcd-30e1a113797c,Telehealth Service,"A virtual healthcare platform connecting patients with licensed physicians, nurse practitioners, and mental health professionals via video, phone, or secure messaging.",Prescription renewals for chronic conditions; mental health counseling; minor illness evaluation; COVID-19 symptom assessment; medical advice,$40 – $75 (basic video visit),Mental health: within 24-48 hours,On-demand visits: no appointment needed; Scheduled visits: appointment preferred,Many US insurance plans cover telehealth; some international travel insurance plans cover virtual visits; self-pay available
fe771e08-daeb-43f9-ad2e-5346e1bce941,Pharmacy,A community pharmacy where licensed pharmacists dispense prescription medications and advise customers on OTC drug selection and drug interactions.,"Filling prescriptions from US physicians; purchasing OTC pain relievers, allergy medication, cold remedies; purchasing first aid supplies",$50 – $500+ (brand-name medications without insurance),Immediate (OTC purchases),No — walk-in for OTC; no appointment for prescription drop-off,US health insurance; GoodRx discount card (no insurance needed); self-pay accepted at all pharmacies
c2f4a194-67c1-40d9-a618-8e52d2215f4d,Telehealth Service,"An online medical service providing remote consultations, diagnosis support for minor conditions, prescription services, and care coordination without requiring an in-person visit.",Prescription renewals for chronic conditions; mental health counseling; minor illness evaluation; COVID-19 symptom assessment; medical advice,$60 – $150 (specialist telehealth),Mental health: within 24-48 hours,On-demand visits: no appointment needed; Scheduled visits: appointment preferred,Many US insurance plans cover telehealth; some international travel insurance plans cover virtual visits; self-pay available
40810184-333e-4033-9cd4-2731df7e8ba3,Pharmacy,"A retail pharmacy providing prescription dispensing services, over-the-counter medications, health products, and pharmacist consultation services.","Medication counseling; medication synchronization; refilling maintenance medications; purchasing medical devices (thermometers, glucometers)",$50 – $500+ (brand-name medications without insurance),15 – 30 minutes (prescription fill),No — walk-in for OTC; no appointment for prescription drop-off,US health insurance; GoodRx discount card (no insurance needed); self-pay accepted at all pharmacies
18ae65c4-edac-415a-8c6a-4e5af64504f1,Pharmacy,A community pharmacy where licensed pharmacists dispense prescription medications and advise customers on OTC drug selection and drug interactions.,Receiving flu shots and other vaccinations; blood pressure screenings; purchasing diabetic supplies; contraception; vitamins and supplements,$50 – $500+ (brand-name medications without insurance),15 – 30 minutes (prescription fill),No — walk-in for OTC; no appointment for prescription drop-off,US health insurance; GoodRx discount card (no insurance needed); self-pay accepted at all pharmacies
c4ab9902-c05d-4c8c-ae61-24e5faf1da28,Emergency Room (ER),"A hospital-based department providing immediate medical care for life-threatening or severe medical emergencies, staffed 24/7 by emergency physicians and nurses.",Difficulty breathing; severe abdominal pain; high fever with stiff neck; seizures; overdose or poisoning; severe burns; eye injuries with vision loss,"$3,000 – $10,000+ (complex cases)",1 – 6 hours (moderate urgency),No — walk-in or 911 arrival,Most major US insurance plans accepted; Medicare; Medicaid; international travel insurance (verify coverage before visit)
6e8fb24f-76b8-4ad1-b777-924c4a12d9b8,Emergency Room (ER),"A hospital-based department providing immediate medical care for life-threatening or severe medical emergencies, staffed 24/7 by emergency physicians and nurses.",Chest pain or suspected heart attack; stroke symptoms; severe allergic reactions (anaphylaxis); major trauma or broken bones; uncontrolled bleeding; loss of consciousness,"$2,000 – $5,000 (with imaging)",1 – 6 hours (moderate urgency),No — walk-in or 911 arrival,Most major US insurance plans accepted; Medicare; Medicaid; international travel insurance (verify coverage before visit)
f971d2a5-c043-421f-a9bf-b2c55b5689d0,Urgent Care Center,A walk-in medical clinic providing care for non-life-threatening illnesses and injuries that require same-day attention but are not severe enough for an emergency room visit.,Allergy symptoms; sinus infections; mild asthma flare-ups; minor lacerations; medication refills for short-term conditions,$150 – $350 (with X-ray),15 – 45 minutes,No — walk-in available; appointments preferred at some locations,Most major US insurance; many international travel insurance plans; self-pay options available
411551be-b160-4dab-98c4-18de1f2f3e9e,Urgent Care Center,"A freestanding outpatient clinic offering extended hours and walk-in availability for acute medical conditions, minor injuries, and illnesses.",Minor fractures; sprains; cuts requiring stitches; ear infections; strep throat; UTIs; mild fevers; skin rashes; respiratory infections,$200 – $500 (with lab tests and procedures),Under 30 minutes (off-peak),No — walk-in available; appointments preferred at some locations,Most major US insurance; many international travel insurance plans; self-pay options available
d66b4110-b1e4-4eb8-a40c-8dbef495d203,Urgent Care Center,A walk-in medical clinic providing care for non-life-threatening illnesses and injuries that require same-day attention but are not severe enough for an emergency room visit.,Allergy symptoms; sinus infections; mild asthma flare-ups; minor lacerations; medication refills for short-term conditions,$100 – $200 (basic visit),Under 30 minutes (off-peak),No — walk-in available; appointments preferred at some locations,Most major US insurance; many international travel insurance plans; self-pay options available
563111d6-9494-47b1-836b-519e261e387f,Urgent Care Center,"A convenient alternative to the ER for moderate health concerns, offering services such as X-rays, lab tests, stitches, and prescription services at a fraction of the ER cost.",Minor fractures; sprains; cuts requiring stitches; ear infections; strep throat; UTIs; mild fevers; skin rashes; respiratory infections,$200 – $500 (with lab tests and procedures),Under 30 minutes (off-peak),No — walk-in available; appointments preferred at some locations,Most major US insurance; many international travel insurance plans; self-pay options available
6fcc1793-c4d2-4ae2-8774-7f7d0e773e9a,Telehealth Service,"An online medical service providing remote consultations, diagnosis support for minor conditions, prescription services, and care coordination without requiring an in-person visit.",Prescription renewals for chronic conditions; mental health counseling; minor illness evaluation; COVID-19 symptom assessment; medical advice,$50 – $100 (with prescription),On-demand: under 15 minutes,On-demand visits: no appointment needed; Scheduled visits: appointment preferred,Many US insurance plans cover telehealth; some international travel insurance plans cover virtual visits; self-pay available
7e087f55-0907-4a26-b07a-c733380a0e7e,Emergency Room (ER),"A hospital-based department providing immediate medical care for life-threatening or severe medical emergencies, staffed 24/7 by emergency physicians and nurses.",Suspected appendicitis; psychiatric emergencies; severe infections; deep lacerations requiring surgery; head injuries with loss of consciousness,"$2,000 – $5,000 (with imaging)",Immediate (life-threatening),No — walk-in or 911 arrival,Most major US insurance plans accepted; Medicare; Medicaid; international travel insurance (verify coverage before visit)
27ed74ff-7010-49c2-8ae3-8ee6c9111aad,Emergency Room (ER),"A fully equipped medical facility within a hospital that operates around the clock, equipped with advanced diagnostic tools including CT scanners, MRI, and surgical suites.",Difficulty breathing; severe abdominal pain; high fever with stiff neck; seizures; overdose or poisoning; severe burns; eye injuries with vision loss,"$3,000 – $10,000+ (complex cases)",Immediate (life-threatening),No — walk-in or 911 arrival,Most major US insurance plans accepted; Medicare; Medicaid; international travel insurance (verify coverage before visit)
ba97ea9c-678b-4d26-b283-2e149cdc9554,Emergency Room (ER),"A fully equipped medical facility within a hospital that operates around the clock, equipped with advanced diagnostic tools including CT scanners, MRI, and surgical suites.",Suspected appendicitis; psychiatric emergencies; severe infections; deep lacerations requiring surgery; head injuries with loss of consciousness,"$3,000 – $10,000+ (complex cases)",Immediate (life-threatening),No — walk-in or 911 arrival,Most major US insurance plans accepted; Medicare; Medicaid; international travel insurance (verify coverage before visit)
8af41a84-9c67-4058-90b7-240cac70d88e,Urgent Care Center,A walk-in medical clinic providing care for non-life-threatening illnesses and injuries that require same-day attention but are not severe enough for an emergency room visit.,Allergy symptoms; sinus infections; mild asthma flare-ups; minor lacerations; medication refills for short-term conditions,$100 – $200 (basic visit),15 – 45 minutes,No — walk-in available; appointments preferred at some locations,Most major US insurance; many international travel insurance plans; self-pay options available
